0.53,4,16,"[0.0, 0.0, 0.0, 0.0]"
0.53,4,17,"[0.0, 0.0, 0.0, 0.0]"
0.53,4,18,"[0.0, 0.0, 0.0, 0.0]"
0.53,5,6,"[0.0, 0.0, 0.0, 0.0]"
0.53,5,7,"[0.0, 0.0, 0.0, 0.0]"
0.53,5,8,"[0.0, 0.0, 0.0, 0.0]"
0.53,5,9,"[0.0, 0.0, 0.0, 0.0]"
0.53,5,10,"[0.0, 0.0, 0.0, 0.0]"
0.53,5,11,"[0.0, 0.0, 0.0, 0.0]"
0.53,5,12,"[0.0, 0.0, 0.0, 0.0]"
0.53,5,13,"[0.0, 0.0, 0.0, 0.0]"
0.53,5,14,"[0.0, 0.0, 0.0, 0.0]"
0.53,5,15,"[0.0, 0.0, 0.0, 0.0]"
0.53,5,16,"[0.0, 0.0, 0.0, 0.0]"
0.53,5,17,"[0.0, 0.0, 0.0, 0.0]"
0.53,5,18,"[0.0, 0.0, 0.0, 0.0]"
0.53,6,7,"[0.0, 0.0, 0.0, 0.0]"
0.53,6,8,"[0.0, 0.0, 0.0, 0.0]"
0.53,6,9,"[0.0, 0.0, 0.0, 0.0]"
0.53,6,10,"[0.0, 0.0, 0.0, 0.0]"
0.53,6,11,"[0.0, 0.0, 0.0, 0.0]"
0.53,6,12,"[0.0, 0.0, 0.0, 0.0]"
0.53,6,13,"[0.0, 0.0, 0.0, 0.0]"
0.53,6,14,"[0.0, 0.0, 0.0, 0.0]"
0.53,6,15,"[0.0, 0.0, 0.0, 0.0]"
0.53,6,16,"[0.0, 0.0, 0.0, 0.0]"
0.53,6,17,"[0.0, 0.0, 0.0, 0.0]"
0.53,6,18,"[0.0, 0.0, 0.0, 0.0]"
0.53,7,8,"[0.0, 0.0, 0.0, 0.0]"
0.53,7,9,"[0.0, 0.0, 0.0, 0.0]"
0.53,7,10,"[0.0, 0.0, 0.0, 0.0]"
0.53,7,11,"[0.0, 0.0, 0.0, 0.0]"
0.53,7,12,"[0.0, 0.0, 0.0, 0.0]"
0.53,7,13,"[0.0, 0.0, 0.0, 0.0]"
0.53,7,14,"[0.0, 0.0, 0.0, 0.0]"
0.53,7,15,"[0.0, 0.0, 0.0, 0.0]"
0.53,7,16,"[0.0, 0.0, 0.0, 0.0]"
0.53,7,17,"[0.0, 0.0, 0.0, 0.0]"
0.53,7,18,"[0.0, 0.0, 0.0, 0.0]"
0.53,8,9,"[0.0, 0.0, 0.0, 0.0]"
0.53,8,10,"[0.0, 0.0, 0.0, 0.0]"
0.53,8,11,"[0.0, 0.0, 0.0, 0.0]"
0.53,8,12,"[0.0, 0.0, 0.0, 0.0]"
0.53,8,13,"[0.0, 0.0, 0.0, 0.0]"
0.53,8,14,"[0.0, 0.0, 0.0, 0.0]"
0.53,8,15,"[0.0, 0.0, 0.0, 0.0]"
0.53,8,16,"[0.0, 0.0, 0.0, 0.0]"
0.53,8,17,"[0.0, 0.0, 0.0, 0.0]"
0.53,8,18,"[0.0, 0.0, 0.0, 0.0]"
0.53,9,10,"[0.0, 0.0, 0.0, 0.0]"
0.53,9,11,"[0.0, 0.0, 0.0, 0.0]"
0.53,9,12,"[0.0, 0.0, 0.0, 0.0]"
0.53,9,13,"[0.0, 0.0, 0.0, 0.0]"
0.53,9,14,"[0.0, 0.0, 0.0, 0.0]"
0.53,9,15,"[0.0, 0.0, 0.0, 0.0]"
0.53,9,16,"[0.0, 0.0, 0.0, 0.0]"
0.53,9,17,"[0.0, 0.0, 0.0, 0.0]"
0.53,9,18,"[0.0, 0.0, 0.0, 0.0]"
0.53,10,11,"[0.0, 0.0, 0.0, 0.0]"
0.53,10,12,"[0.0, 0.0, 0.0, 0.0]"
0.53,10,13,"[0.0, 0.0, 0.0, 0.0]"
0.53,10,14,"[0.0, 0.0, 0.0, 0.0]"
0.53,10,15,"[0.0, 0.0, 0.0, 0.0]"
0.53,10,16,"[0.0, 0.0, 0.0, 0.0]"
0.53,10,17,"[0.0, 0.0, 0.0, 0.0]"
0.53,10,18,"[0.0, 0.0, 0.0, 0.0]"
0.53,11,12,"[0.0, 0.0, 0.0, 0.0]"
0.53,11,13,"[0.0, 0.0, 0.0, 0.0]"
0.53,11,14,"[0.0, 0.0, 0.0, 0.0]"
0.53,11,15,"[0.0, 0.0, 0.0, 0.0]"
0.53,11,16,"[0.0, 0.0, 0.0, 0.0]"
0.53,11,17,"[0.0, 0.0, 0.0, 0.0]"
0.53,11,18,"[0.0, 0.0, 0.0, 0.0]"
0.53,12,13,"[0.0, 0.0, 0.0, 0.0]"
0.53,12,14,"[0.0, 0.0, 0.0, 0.0]"
0.53,12,15,"[0.0, 0.0, 0.0, 0.0]"
0.53,12,16,"[0.0, 0.0, 0.0, 0.0]"
0.53,12,17,"[0.0, 0.0, 0.0, 0.0]"
0.53,12,18,"[0.0, 0.0, 0.0, 0.0]"
0.53,13,14,"[0.0, 0.0, 0.0, 0.0]"
0.53,13,15,"[0.0, 0.0, 0.0, 0.0]"
0.53,13,16,"[0.0, 0.0, 0.0, 0.0]"
0.53,13,17,"[0.0, 0.0, 0.0, 0.0]"
0.53,13,18,"[0.0, 0.0, 0.0, 0.0]"
0.53,14,15,"[0.0, 0.0, 0.0, 0.0]"
0.53,14,16,"[0.0, 0.0, 0.0, 0.0]"
0.53,14,17,"[0.0, 0.0, 0.0, 0.0]"
0.53,14,18,"[0.0, 0.0, 0.0, 0.0]"
0.53,15,16,"[0.0, 0.0, 0.0, 0.0]"
0.53,15,17,"[0.0, 0.0, 0.0, 0.0]"
0.53,15,18,"[0.0, 0.0, 0.0, 0.0]"
0.53,16,17,"[0.0, 0.0, 0.0, 0.0]"
0.53,16,18,"[0.0, 0.0, 0.0, 0.0]"
0.53,17,18,"[0.0, 0.0, 0.0, 0.0]"
