0.61,14,21,"[0.1333933118819461, 0.08392979856141489, 0.0, 0.0]"
0.61,15,20,"[0.02061612229371438, -0.043484076043295496, 0.0, 0.0]"
0.61,15,30,"[0.029728061457575113, -0.24123004229526923, 0.0, 0.0]"
0.61,17,20,"[-0.13136313340788036, -0.042970843348411614, 0.0, 0.0]"
0.61,23,31,"[-0.06319924158267981, -0.1507901694661697, 0.0, 0.0]"
0.61,24,25,"[-0.0423791924365999, 0.05601524750700294, 0.0, 0.0]"
0.61,25,30,"[0.15380131734535069, -0.25743534135014245, 0.0, 0.0]"
0.61,28,31,"[0.09022775386891546, -0.14908828055789464, 0.0, 0.0]"
0.6,0,5,"[0.0018112086783556142, -0.11176678499280464, 0.0, 0.0]"
0.6,0,30,"[0.01688135781574884, -0.24028345039423596, 0.0, 0.0]"
0.6,0,32,"[0.009775074524305918, -0.06148289806444152, 0.0, 0.0]"
0.6,1,7,"[-0.04787184200380823, 0.13422880592255756, 0.0, 0.0]"
0.6,1,12,"[-0.06387851214011128, 0.16562350554739885, 0.0, 0.0]"
0.6,1,30,"[0.0, -0.2393626781886266, 0.0, 0.0]"
0.6,2,5,"[0.0, -0.11182803068690111, 0.0, 0.0]"
0.6,2,7,"[-0.05043311671952741, 0.1253741266196121, 0.0, 0.0]"
0.6,2,21,"[-0.060804870572292065, 0.07486373138024095, 0.0, 0.0]"
0.6,2,30,"[0.010793032556500326, -0.24021865355659675, 0.0, 0.0]"
0.6,5,11,"[-0.11183950975749053, 0.0, 0.0, 0.0]"
0.6,5,15,"[-0.11182207379669247, 0.0, 0.0, 0.0]"
0.6,5,16,"[-0.11184142741160485, 0.0, 0.0, 0.0]"
0.6,5,22,"[-0.11941445543917979, 0.05914897898492078, 0.0, 0.0]"
0.6,5,24,"[-0.11201160774667579, 0.007058364309763342, 0.0, 0.0]"
0.6,5,27,"[-0.11316044003749946, -0.04379861823787878, 0.0, 0.0]"
0.6,5,28,"[-0.10664615255040813, 0.08450656965697038, 0.0, 0.0]"
0.6,5,30,"[-0.09531592735414356, -0.23255066072567082, 0.0, 0.0]"
0.6,5,32,"[-0.11554814118892108, -0.06716230222086808, 0.0, 0.0]"
0.6,6,14,"[-0.011866680712465626, 0.12447723379788539, 0.0, 0.0]"
0.6,7,14,"[0.1104741665739864, 0.1087934070497511, 0.0, 0.0]"
0.6,8,30,"[0.03509507615994761, -0.23876525071075103, 0.0, 0.0]"
0.6,9,17,"[0.08970848048506935, -0.13980668639197488, 0.0, 0.0]"
0.6,9,24,"[0.02986253565049456, -0.025984074113103214, 0.0, 0.0]"
0.6,10,14,"[-0.15693368612124545, 0.152623731216374, 0.0, 0.0]"
0.6,11,30,"[-0.006102265047045835, -0.23951561091740112, 0.0, 0.0]"
0.6,12,17,"[0.1815585196990705, -0.19056466589207452, 0.0, 0.0]"
0.6,12,23,"[0.15408065793391193, -0.14801555385432344, 0.0, 0.0]"
0.6,12,26,"[0.1532615980996589, 0.036663262439142696, 0.0, 0.0]"
0.6,12,31,"[0.18470341558523495, -0.195461635729389, 0.0, 0.0]"
0.6,13,31,"[0.0933532008843554, -0.15121517859700362, 0.0, 0.0]"
0.6,14,23,"[0.1589941257132413, -0.15791731936152403, 0.0, 0.0]"
0.6,14,26,"[0.12903893365203425, 0.04713786919918842, 0.0, 0.0]"
0.6,14,32,"[0.12771744027028792, -0.12574214271780942, 0.0, 0.0]"
0.6,16,30,"[-0.005582129007521742, -0.2395130832050859, 0.0, 0.0]"
0.6,17,23,"[-0.1295662880527794, -0.05638155833204128, 0.0, 0.0]"
0.6,17,26,"[-0.12746968447403606, 0.09539491126258663, 0.0, 0.0]"
0.6,18,30,"[0.0, -0.23932826643973124, 0.0, 0.0]"
0.6,19,31,"[0.1620296501113853, -0.16727771887134485, 0.0, 0.0]"
0.6,21,27,"[0.09317596704937878, -0.0838460784241347, 0.0, 0.0]"
0.6,24,30,"[0.0, -0.2393339612426838, 0.0, 0.0]"
0.6,24,32,"[0.008340783953646676, -0.06146380026350761, 0.0, 0.0]"
0.6,26,30,"[0.12828483743224248, -0.2571498178682843, 0.0, 0.0]"
0.6,26,31,"[0.10322037621614216, -0.1523684526690001, 0.0, 0.0]"
0.6,29,31,"[-0.06335650545666921, -0.14697696294589183, 0.0, 0.0]"
0.59,1,5,"[0.008060982884899419, -0.1119008484553175, 0.0, 0.0]"
0.59,1,14,"[-0.02950497202161426, 0.12275874797576104, 0.0, 0.0]"
0.59,2,29,"[0.0055603381967568345, -0.07090429117378727, 0.0, 0.0]"
0.59,2,32,"[0.0, -0.06095229884692051, 0.0, 0.0]"
0.59,3,7,"[0.020861141084625837, 0.12799057837318015, 0.0, 0.0]"
0.59,4,12,"[-0.12801826552632126, 0.16309348415051217, 0.0, 0.0]"
0.59,4,15,"[-0.05426156801775362, 0.01666570341142241, 0.0, 0.0]"
0.59,4,27,"[-0.05989232241921557, -0.04869872088409849, 0.0, 0.0]"
0.59,4,30,"[-0.08296597707545053, -0.2506765186675092, 0.0, 0.0]"
0.59,5,6,"[-0.1112441295191444, 0.029063987769592903, 0.0, 0.0]"
0.59,5,9,"[-0.11806900371424803, 0.08315141739747882, 0.0, 0.0]"
0.59,5,14,"[-0.15645252964464573, 0.1428121140223934, 0.0, 0.0]"
0.59,5,18,"[-0.11526295671730795, -0.021734973358363368, 0.0, 0.0]"
0.59,5,20,"[-0.10943612008684846, -0.029825638756382472, 0.0, 0.0]"
0.59,5,31,"[-0.08991207457666596, -0.13421489596835623, 0.0, 0.0]"
0.59,7,12,"[0.11035030667025078, 0.1415122647338117, 0.0, 0.0]"
0.59,7,22,"[0.1328528086222237, -0.022210244652491197, 0.0, 0.0]"
0.59,10,13,"[-0.1313264046199678, 0.09334751858866609, 0.0, 0.0]"
0.59,10,25,"[-0.12219290306245484, 0.11594524880463221, 0.0, 0.0]"
0.59,10,26,"[-0.11943338557086823, 0.08641478025181304, 0.0, 0.0]"
0.59,11,14,"[-0.09747897850945497, 0.13459072977249723, 0.0, 0.0]"
0.59,11,20,"[-0.007048460742792871, -0.041172856992509325, 0.0, 0.0]"
0.59,11,32,"[0.0, -0.06094723426451342, 0.0, 0.0]"
0.59,12,13,"[0.15557064868348464, 0.0259830385191752, 0.0, 0.0]"
0.59,12,15,"[0.15498603619225948, -0.050765078920789006, 0.0, 0.0]"
0.59,12,18,"[0.15146131235338067, -0.06801675129211227, 0.0, 0.0]"
0.59,12,19,"[0.1420418953518524, 0.07691582920917817, 0.0, 0.0]"
0.59,12,21,"[0.1533857885385118, 0.07175446452494168, 0.0, 0.0]"
0.59,13,30,"[0.05763829614560421, -0.23155772789420198, 0.0, 0.0]"
0.59,14,28,"[0.123425915081556, 0.021862855093608063, 0.0, 0.0]"
0.59,14,31,"[0.19026652794204849, -0.20534288966371808, 0.0, 0.0]"
0.59,15,32,"[0.0019790242100554997, -0.060698043811379505, 0.0, 0.0]"
0.59,16,25,"[-0.05900535352272159, 0.06785447521392947, 0.0, 0.0]"
0.59,16,32,"[0.0, -0.06096063133265731, 0.0, 0.0]"
0.59,17,21,"[-0.1288503687244376, 0.12080880660981518, 0.0, 0.0]"
0.59,17,30,"[-0.1225683582829111, -0.23474387920178766, 0.0, 0.0]"
0.59,17,32,"[-0.13831400064490515, -0.0752616858045005, 0.0, 0.0]"
0.59,20,30,"[-0.019057298455478287, -0.2377973512184326, 0.0, 0.0]"
0.59,21,25,"[0.07738846209714337, 0.06904187589189077, 0.0, 0.0]"
0.59,21,31,"[0.1364073941622795, -0.14875342794980329, 0.0, 0.0]"
0.59,27,30,"[-0.022379031659122084, -0.23767830960959474, 0.0, 0.0]"
0.59,28,30,"[0.080872654534549, -0.23562663188476057, 0.0, 0.0]"
0.59,29,30,"[-0.06462286781586074, -0.23765755968919003, 0.0, 0.0]"
0.59,30,32,"[-0.2524948023847804, -0.09161464344293449, 0.0, 0.0]"
0.58,0,17,"[0.023091852377215505, -0.13341498285465536, 0.0, 0.0]"
0.58,0,22,"[-0.007771109936944175, 0.00762863411317601, 0.0, 0.0]"
0.58,1,32,"[0.007219423573799826, -0.06094094128063781, 0.0, 0.0]"
0.58,2,8,"[-0.015927603282907023, 0.014579290781316081, 0.0, 0.0]"
0.58,2,17,"[0.012233463974897421, -0.13215266826788108, 0.0, 0.0]"
0.58,2,26,"[-0.044283154487090026, 0.051722783773066036, 0.0, 0.0]"
0.58,3,17,"[0.10360711831558797, -0.12564641569647875, 0.0, 0.0]"
0.58,3,21,"[0.024074716759451248, 0.07143850775395277, 0.0, 0.0]"
0.58,4,5,"[-0.06053667680898968, -0.1155941430018406, 0.0, 0.0]"
0.58,4,6,"[-0.053417642503595375, 0.03133545778586339, 0.0, 0.0]"
0.58,4,14,"[-0.1295953497855911, 0.1377655799442825, 0.0, 0.0]"
0.58,4,19,"[-0.11691908669638557, 0.11790212500965813, 0.0, 0.0]"
0.58,4,21,"[-0.08339791304453081, 0.08339130283629552, 0.0, 0.0]"
0.58,6,25,"[-0.016178965706457202, 0.06394672841943848, 0.0, 0.0]"
0.58,6,30,"[0.014098042765712427, -0.23808900468411479, 0.0, 0.0]"
0.58,7,13,"[0.12817173866472295, 0.006919091818083191, 0.0, 0.0]"
0.58,7,16,"[0.1177615435168895, -0.05148132971343443, 0.0, 0.0]"
0.58,7,23,"[0.14969666079705232, -0.1353041930466183, 0.0, 0.0]"
0.58,9,29,"[0.07364595791556384, -0.08541335374750406, 0.0, 0.0]"
0.58,9,30,"[0.047764431520492, -0.23391106246043353, 0.0, 0.0]"
0.58,10,27,"[-0.12717783313815392, -0.029366020125149724, 0.0, 0.0]"
0.58,10,32,"[-0.12557822101866964, -0.05182885096623092, 0.0, 0.0]"
0.58,11,17,"[0.0, -0.1305884290357288, 0.0, 0.0]"
0.58,12,16,"[0.14849805581766898, -0.059271336403495654, 0.0, 0.0]"
0.58,12,28,"[0.16096884464723085, 0.04879075677480712, 0.0, 0.0]"
0.58,12,32,"[0.13922832944460176, -0.11345844269751341, 0.0, 0.0]"
0.58,13,16,"[0.05340036949300764, -0.050585454017925566, 0.0, 0.0]"
0.58,13,32,"[0.09450149728962415, -0.09857022451116249, 0.0, 0.0]"
0.58,14,16,"[0.12168811986855012, -0.06596986843090723, 0.0, 0.0]"
0.58,14,17,"[0.16293139566585768, -0.17575173877435804, 0.0, 0.0]"
0.58,14,24,"[0.12513243801402207, -0.053885852177445, 0.0, 0.0]"
0.58,15,17,"[0.00033821600309859074, -0.13058526197798154, 0.0, 0.0]"
0.58,16,17,"[0.0, -0.13059074276183438, 0.0, 0.0]"
0.58,17,18,"[-0.13058683368259577, 0.0, 0.0, 0.0]"
0.58,18,19,"[-0.0754358404093995, 0.10216211468135622, 0.0, 0.0]"
0.58,19,25,"[0.09803326219705435, 0.061435834392629396, 0.0, 0.0]"
0.58,19,26,"[0.09657141123099097, 0.03074217347857604, 0.0, 0.0]"
0.58,19,29,"[0.1160318904523229, -0.11413686829667788, 0.0, 0.0]"
0.58,20,23,"[-0.03967775018146494, -0.05917294680014096, 0.0, 0.0]"
0.58,20,31,"[-0.05528877791137993, -0.15436751599123755, 0.0, 0.0]"
0.58,21,23,"[0.10787217189264871, -0.10236798463501412, 0.0, 0.0]"
0.58,21,28,"[0.07175102815923962, 0.027314281885936757, 0.0, 0.0]"
0.58,21,29,"[0.11146933353786026, -0.11180578029961115, 0.0, 0.0]"
0.58,21,30,"[0.11699931303862036, -0.22777785144903254, 0.0, 0.0]"
0.58,22,23,"[0.05782466591686841, -0.0730053519389682, 0.0, 0.0]"
0.58,22,29,"[0.03588375181252411, -0.06333934332639504, 0.0, 0.0]"
0.58,23,30,"[-0.0659490513686289, -0.24100690130943425, 0.0, 0.0]"
0.58,23,32,"[-0.05430157994693209, -0.05715747408748714, 0.0, 0.0]"
0.58,24,27,"[0.004812996608989614, -0.04013886856540071, 0.0, 0.0]"
0.57,0,10,"[0.0, -0.1294788342869563, 0.0, 0.0]"
0.57,0,29,"[0.016488297931459756, -0.07259695775338693, 0.0, 0.0]"
0.57,1,10,"[0.0, -0.12946132013805414, 0.0, 0.0]"
0.57,1,17,"[0.0129768737861242, -0.13114638918806162, 0.0, 0.0]"
0.57,1,21,"[-0.02785045345177593, 0.06849816495814295, 0.0, 0.0]"
0.57,1,28,"[-0.02706617321931391, 0.034761047292395895, 0.0, 0.0]"
0.57,1,29,"[0.00023934668956666783, -0.06988339170099105, 0.0, 0.0]"
0.57,2,10,"[0.0, -0.12945092239719658, 0.0, 0.0]"
0.57,2,20,"[0.0, -0.04009484491628943, 0.0, 0.0]"
0.57,2,27,"[0.0, -0.04006975040008169, 0.0, 0.0]"
0.57,3,18,"[0.0463298228231335, -0.04578788357642733, 0.0, 0.0]"
0.57,3,19,"[0.03183041031468672, 0.10128857181988325, 0.0, 0.0]"
0.57,3,20,"[0.07908211078499894, -0.08579848261803323, 0.0, 0.0]"
0.57,3,31,"[0.1368464763610706, -0.16534375799699172, 0.0, 0.0]"
0.57,3,32,"[0.08454756501494168, -0.09281964090871, 0.0, 0.0]"
0.57,4,20,"[-0.0572254903044535, -0.045763577567124486, 0.0, 0.0]"
0.57,4,31,"[-0.06474152074412155, -0.15462345581371065, 0.0, 0.0]"
0.57,5,8,"[-0.10991447898207797, 0.03301629935284988, 0.0, 0.0]"
0.57,6,17,"[0.03670453101539616, -0.1322167208216356, 0.0, 0.0]"
0.57,7,8,"[0.12849833336860184, -0.0012906072863602346, 0.0, 0.0]"
0.57,7,9,"[0.12855362083075403, 0.0, 0.0, 0.0]"
0.57,7,29,"[0.14434452463214342, -0.13698051777405182, 0.0, 0.0]"
0.57,8,31,"[0.06993327911032209, -0.16292360139034143, 0.0, 0.0]"
0.57,9,31,"[0.0494458262165307, -0.14159246378112958, 0.0, 0.0]"
0.57,10,11,"[-0.1302473168078226, 0.004314614924587908, 0.0, 0.0]"
0.57,10,15,"[-0.1318549525338582, 0.027399942448486654, 0.0, 0.0]"
0.57,10,16,"[-0.12946130866559497, 0.0, 0.0, 0.0]"
0.57,10,18,"[-0.12944537024248884, -0.0005532357049617861, 0.0, 0.0]"
0.57,10,23,"[-0.1241848210833426, -0.022225765567161587, 0.0, 0.0]"
0.57,10,24,"[-0.13034220244282338, 0.013294746299824427, 0.0, 0.0]"
0.57,11,27,"[0.0, -0.04006852022775184, 0.0, 0.0]"
0.57,11,29,"[0.0, -0.06989479037466338, 0.0, 0.0]"
0.57,13,20,"[0.05862129653861377, -0.061815613855187204, 0.0, 0.0]"
0.57,14,18,"[0.11782642455120783, -0.06054013663636924, 0.0, 0.0]"
0.57,16,20,"[0.0, -0.0400832113901793, 0.0, 0.0]"
0.57,16,21,"[-0.055199394519006385, 0.06737691239635638, 0.0, 0.0]"
0.57,16,27,"[0.0, -0.04006974624490577, 0.0, 0.0]"
0.57,16,29,"[0.0, -0.0699089192807395, 0.0, 0.0]"
0.57,17,24,"[-0.13097757161989226, 0.009728529113393778, 0.0, 0.0]"
0.57,18,20,"[-0.0019572021543546175, -0.04001373890125364, 0.0, 0.0]"
0.57,18,27,"[-0.0033442258875687253, -0.040064692640862355, 0.0, 0.0]"
0.57,18,29,"[-0.00035660896145169724, -0.06989235086304188, 0.0, 0.0]"
0.57,19,21,"[0.10308824125014994, 0.07600079695877136, 0.0, 0.0]"
0.57,19,23,"[0.13529072994197344, -0.12692709855306658, 0.0, 0.0]"
0.57,19,28,"[0.10587531949881801, 0.04133860679221133, 0.0, 0.0]"
0.57,19,32,"[0.09863284668512134, -0.09189629249374776, 0.0, 0.0]"
0.57,22,31,"[0.03614034202395869, -0.147128525818836, 0.0, 0.0]"
0.57,23,25,"[-0.08160561895960909, 0.08327795411018905, 0.0, 0.0]"
0.57,25,31,"[0.12253226715634241, -0.144202523199906, 0.0, 0.0]"
0.57,25,32,"[0.08927476059581337, -0.08873148303156948, 0.0, 0.0]"
0.57,29,32,"[-0.0625293644667603, -0.05369196959378012, 0.0, 0.0]"
0.56,0,4,"[0.015528498252303551, -0.0559188238537003, 0.0, 0.0]"
0.56,0,19,"[-0.03987771376575682, 0.10104818190514643, 0.0, 0.0]"
0.56,1,20,"[0.012115189001135278, -0.04167821031407766, 0.0, 0.0]"
0.56,1,25,"[-0.04094679427773148, 0.06571485659584755, 0.0, 0.0]"
0.56,2,3,"[-0.04280118234822367, 0.045185844614469964, 0.0, 0.0]"
0.56,2,25,"[-0.05189077575847546, 0.06202583977042171, 0.0, 0.0]"
0.56,3,25,"[0.015398516594481727, 0.06086671420121778, 0.0, 0.0]"
0.56,3,26,"[0.022689367637180144, 0.03599105203144831, 0.0, 0.0]"
0.56,4,7,"[-0.1301875666266492, 0.14413437805334567, 0.0, 0.0]"
0.56,5,21,"[-0.1163901776998426, 0.10746793008275037, 0.0, 0.0]"
0.56,5,26,"[-0.11371361864415977, 0.09887824667996722, 0.0, 0.0]"
0.56,6,10,"[0.03662172001758344, -0.13112640789063576, 0.0, 0.0]"
0.56,6,31,"[0.007203345355981154, -0.14825827398448224, 0.0, 0.0]"
0.56,7,11,"[0.13491858177444102, -0.0908570811305446, 0.0, 0.0]"
0.56,8,10,"[0.05932388387450182, -0.13795442054779655, 0.0, 0.0]"
0.56,8,11,"[0.023931118404649333, -0.026373305507613673, 0.0, 0.0]"
0.56,8,24,"[0.009963294596212448, -0.009840594951629164, 0.0, 0.0]"
0.56,8,25,"[0.0, 0.06263604751359014, 0.0, 0.0]"
0.56,8,29,"[0.049575398587408795, -0.07727023932655959, 0.0, 0.0]"
0.56,9,11,"[0.04351722556138539, -0.04316473481998616, 0.0, 0.0]"
0.56,9,27,"[0.051873330084660156, -0.055563586536161856, 0.0, 0.0]"
0.56,10,21,"[-0.13661924287131869, 0.1357608902887266, 0.0, 0.0]"
0.56,11,12,"[-0.08630058692956744, 0.15508369770039857, 0.0, 0.0]"
0.56,11,19,"[-0.08205967095673763, 0.09816032936446559, 0.0, 0.0]"
0.56,11,28,"[-0.04675940765053672, 0.05355609224093465, 0.0, 0.0]"
0.56,12,24,"[0.15797588949282687, -0.06297776432650276, 0.0, 0.0]"
0.56,13,21,"[0.024835096978717067, 0.07494114194649862, 0.0, 0.0]"
0.56,14,29,"[0.13242311789739064, -0.1368657887055199, 0.0, 0.0]"
0.56,15,27,"[0.02004897086416521, -0.0429280364487678, 0.0, 0.0]"
0.56,15,29,"[0.014000580781896897, -0.0701374805365713, 0.0, 0.0]"
0.56,17,27,"[-0.1291215361723152, -0.033358050703540296, 0.0, 0.0]"
0.56,17,28,"[-0.129904778581658, 0.0898377822249245, 0.0, 0.0]"
0.56,17,29,"[-0.12382357048565473, -0.04940587244612432, 0.0, 0.0]"
0.56,18,32,"[-0.010820375617903036, -0.06220534621553605, 0.0, 0.0]"
0.56,22,25,"[-0.000627307919244875, 0.06261073859167329, 0.0, 0.0]"
0.56,23,27,"[-0.06243106206459364, -0.04368173140276879, 0.0, 0.0]"
0.56,23,29,"[-0.06995985813851825, -0.0784506087196747, 0.0, 0.0]"
0.56,25,26,"[0.06878755799385741, 0.04589707101459112, 0.0, 0.0]"
0.56,25,28,"[0.06418402156018728, 0.030091371590520184, 0.0, 0.0]"
0.56,25,29,"[0.09129902907338595, -0.09516180319770938, 0.0, 0.0]"
0.56,26,27,"[0.0832671703403748, -0.07990838706686616, 0.0, 0.0]"
0.56,26,28,"[0.03695305293034877, 0.026871515234528985, 0.0, 0.0]"
0.55,0,7,"[-0.03267920562812562, 0.1275395492431159, 0.0, 0.0]"
0.55,0,8,"[-0.005948279408815447, 0.006141763519008672, 0.0, 0.0]"
0.55,0,12,"[-0.0031590587811421217, 0.15256583286802755, 0.0, 0.0]"
0.55,0,20,"[0.00953961683198295, -0.040969289372513415, 0.0, 0.0]"
0.55,0,27,"[0.007142146381137715, -0.04020626564841308, 0.0, 0.0]"
0.55,1,4,"[0.005385953816623459, -0.05313142807506597, 0.0, 0.0]"
0.55,1,27,"[0.009472813837558077, -0.0405953268339031, 0.0, 0.0]"
0.55,2,4,"[0.0, -0.05331914579649742, 0.0, 0.0]"
0.55,3,11,"[0.048082693174927346, -0.04671772213265873, 0.0, 0.0]"
0.55,3,12,"[0.02967299271802569, 0.15436135939642348, 0.0, 0.0]"
0.55,4,11,"[-0.0533077545073796, 0.0, 0.0, 0.0]"
0.55,4,16,"[-0.05330623628174321, 0.0, 0.0, 0.0]"
0.55,4,18,"[-0.053312006535520394, 0.0, 0.0, 0.0]"
0.55,4,25,"[-0.09625522357221114, 0.091843143077522, 0.0, 0.0]"
0.55,6,12,"[-0.0010128784700161075, 0.15325903001155944, 0.0, 0.0]"
0.55,6,13,"[-0.006516486618388942, 0.016335672342593692, 0.0, 0.0]"
0.55,6,29,"[0.02011274831193304, -0.06570815798962958, 0.0, 0.0]"
0.55,6,32,"[0.032156568139868946, -0.06147329803152492, 0.0, 0.0]"
0.55,7,21,"[0.12599181533759476, 0.06813362117361517, 0.0, 0.0]"
0.55,8,12,"[-0.0190962721271919, 0.1552129225572801, 0.0, 0.0]"
0.55,8,17,"[0.027756343465140818, -0.12817353678731067, 0.0, 0.0]"
0.55,9,12,"[0.0, 0.15335387712115203, 0.0, 0.0]"
0.55,9,20,"[0.0637983577839589, -0.06982280781383092, 0.0, 0.0]"
0.55,9,25,"[0.004651312810352872, 0.06304641155389563, 0.0, 0.0]"
0.55,9,32,"[0.056950380932867084, -0.06526051909639581, 0.0, 0.0]"
0.55,10,20,"[-0.12869128232701024, -0.036945132400361215, 0.0, 0.0]"
0.55,10,29,"[-0.12675173214080548, -0.06373851224280154, 0.0, 0.0]"
0.55,10,31,"[-0.11215004959821358, -0.13465929842738025, 0.0, 0.0]"
0.55,11,15,"[-0.01082518301032871, 0.0028959390257742384, 0.0, 0.0]"
0.55,12,20,"[0.1525507648180058, -0.11893654602275516, 0.0, 0.0]"
0.55,12,22,"[0.1533789574065139, -0.00524588578936542, 0.0, 0.0]"
0.55,12,27,"[0.15716303069130927, -0.12180409665421518, 0.0, 0.0]"
0.55,13,19,"[0.021094395408331804, 0.1008780781701725, 0.0, 0.0]"
0.55,13,24,"[0.03439279725839993, -0.027967373430735007, 0.0, 0.0]"
0.55,13,25,"[0.0058557973723739705, 0.062106730930041876, 0.0, 0.0]"
0.55,14,27,"[0.1260087472932235, -0.11843067213894234, 0.0, 0.0]"
0.55,15,19,"[-0.057065748892802366, 0.10507625291035975, 0.0, 0.0]"
0.55,15,31,"[0.015064454624853396, -0.1497084430109675, 0.0, 0.0]"
0.55,16,19,"[-0.06691335821538134, 0.0960660033371372, 0.0, 0.0]"
0.55,16,22,"[-0.022640616601163073, 0.018310770425689477, 0.0, 0.0]"
0.55,17,22,"[-0.13060256990296162, 0.04514339774139218, 0.0, 0.0]"
0.55,18,21,"[-0.07526812617126902, 0.08682483248681523, 0.0, 0.0]"
0.55,18,22,"[-0.026644487389438604, 0.02148057791747558, 0.0, 0.0]"
0.55,20,24,"[-0.041489112047826376, 0.009651611343361871, 0.0, 0.0]"
0.55,20,25,"[-0.08483902007199833, 0.08687821471713543, 0.0, 0.0]"
0.55,24,26,"[-0.03660119814366771, 0.04706841829792236, 0.0, 0.0]"
0.55,24,29,"[0.0047547982688235044, -0.06995295454489042, 0.0, 0.0]"
0.55,28,29,"[0.0761468779381401, -0.08058292677126606, 0.0, 0.0]"
0.55,28,32,"[0.07656985689018284, -0.07727297476885649, 0.0, 0.0]"
0.55,31,32,"[-0.15675327949250648, -0.07495079440585047, 0.0, 0.0]"
0.54,0,21,"[-0.03241522725666622, 0.06998729147910043, 0.0, 0.0]"
0.54,0,28,"[-0.025359853910606422, 0.03356292468782277, 0.0, 0.0]"
0.54,0,31,"[0.0, -0.14953644973136665, 0.0, 0.0]"
0.54,1,31,"[0.0, -0.14953222577164996, 0.0, 0.0]"
0.54,2,12,"[-0.04444591082435594, 0.14943459502390818, 0.0, 0.0]"
0.54,2,31,"[0.0018342216124733013, -0.14965123163552452, 0.0, 0.0]"
