0.42,6,23,6,23
0.42,6,26,6,26
0.42,8,23,8,23
0.42,8,26,8,26
0.42,9,23,9,23
0.42,13,23,13,23
0.42,13,28,13,28
0.42,15,23,15,23
0.42,15,27,15,27
0.42,16,26,16,26
0.42,16,28,16,28
0.42,20,22,20,22
0.42,22,28,22,28
0.42,23,24,23,24
0.42,24,28,24,28
0.42,26,28,26,28
0.41,0,26,0,26
0.41,2,3,2,3
0.41,3,11,3,11
0.41,3,15,3,15
0.41,3,16,3,16
0.41,3,22,3,22
0.41,3,28,3,28
0.41,6,16,6,16
0.41,6,28,6,28
0.41,8,28,8,28
0.41,9,24,9,24
0.41,13,22,13,22
0.41,15,26,15,26
0.41,15,28,15,28
0.41,16,18,16,18
0.41,18,24,18,24
0.41,18,26,18,26
0.41,23,28,23,28
0.41,24,26,24,26
0.4,0,3,0,3
0.4,0,9,0,9
0.4,0,13,0,13
0.4,0,16,0,16
0.4,0,28,0,28
0.4,1,3,1,3
0.4,1,6,1,6
0.4,1,9,1,9
0.4,1,13,1,13
0.4,1,18,1,18
0.4,2,13,2,13
0.4,3,24,3,24
0.4,6,13,6,13
0.4,8,13,8,13
0.4,8,16,8,16
0.4,9,16,9,16
0.4,9,18,9,18
0.4,11,13,11,13
0.4,11,18,11,18
0.4,13,15,13,15
0.4,13,18,13,18
0.4,16,22,16,22
0.4,16,24,16,24
0.39,0,1,0,1
0.39,0,15,0,15
0.39,0,22,0,22
0.39,0,24,0,24
0.39,1,16,1,16
0.39,2,11,2,11
0.39,2,16,2,16
0.39,2,18,2,18
0.39,2,22,2,22
0.39,3,8,3,8
0.39,6,8,6,8
0.39,6,9,6,9
0.39,6,24,6,24
0.39,9,11,9,11
0.39,9,13,9,13
0.39,9,15,9,15
0.39,9,22,9,22
0.39,9,28,9,28
0.39,11,16,11,16
0.39,11,24,11,24
0.39,13,24,13,24
0.39,15,16,15,16
0.39,15,18,15,18
0.39,18,22,18,22
0.39,22,24,22,24
0.38,0,6,0,6
0.38,0,11,0,11
0.38,0,18,0,18
0.38,1,2,1,2
0.38,1,8,1,8
0.38,1,11,1,11
0.38,1,15,1,15
0.38,1,22,1,22
0.38,1,24,1,24
0.38,2,9,2,9
0.38,8,9,8,9
0.38,8,11,8,11
0.38,11,22,11,22
0.37,0,2,0,2
0.37,0,8,0,8
0.37,2,6,2,6
0.37,2,8,2,8
0.37,2,15,2,15
0.37,2,24,2,24
0.37,6,22,6,22
0.37,8,18,8,18
0.37,8,22,8,22
0.37,8,24,8,24
0.37,11,15,11,15
0.37,15,22,15,22
0.37,15,24,15,24
0.36,6,11,6,11
0.36,6,15,6,15
0.36,8,15,8,15
